IC50_nM,MDEC-23,minsssN,LipoaffinityIndex,C1SP2,minHsOH,maxHsOH,MLFER_A,maxssO,minsOH,minHBint5,nHBAcc,nC,SsOH,VC-5,ATSc3,SHsOH,MLogP,MDEO-12,ndssC,TopoPSA
37919.19,0.439371807,0.449425333,0.34746633,0.15,0.139131623,0,0.071196283,0.782386378,0,0.615848174,0.121212121,0.170454545,0,0.077623012,0.095132811,0,0.333333333,0.428677753,0.178571429,0.085246999
4234.1,0.43337854,0.757409951,0.467326118,0.05,0.139131623,0,0.147735192,0,0,0.093941509,0.060606061,0.170454545,0,0.06306199,0.335553302,0,0.384615385,0,0.035714286,0.072263354
24673.94,0.055491692,0.712217306,0.269004674,0.1,0.139131623,0,0.077003484,0.776165106,0,0.093941509,0.075757576,0.022727273,0,0.027564627,0.437957281,0,0.025641026,0.204130424,0.035714286,0.057087882
37793.76,0.285321812,0.872694718,0.461993199,0.1,0.139131623,0,0.134262485,0,0,0.181172705,0.075757576,0.147727273,0,0.192053866,0.442927991,0,0.333333333,0,0.035714286,0.065445267
11679.9,0.433803015,0.676206565,0.442006848,0.1,0.139131623,0,0.099767712,0.843027122,0,0.093941509,0.045454545,0.170454545,0,0.069531348,0.394417898,0,0.41025641,0.341551818,0.071428571,0.044003848
43982.45,0.298490266,0,0.399297265,0.05,0.139131623,0,0.099767712,0,0,0.093941509,0.060606061,0.102272727,0,0.085133239,0.289672147,0,0.205128205,0,0.035714286,0.057757142
10678.49,0.293879747,0,0.401911152,0.2,0.139131623,0,0.099767712,0,0,0.093941509,0.045454545,0.113636364,0,0.095855597,0.387146982,0,0.282051282,0,0,0.073066466
12589.04,0.27986899,0,0.389589053,0,0.139131623,0,0.141114983,0.854861,0,0.337532603,0.106060606,0.147727273,0,0.229193803,0.609884607,0,0.256410256,0.54413541,0.071428571,0.087413728
2161.56,0.202225215,0,0.361468357,0,0.544561036,0.421164651,0.268873403,0,0.896832963,0.118042059,0,0.068181818,0.320667241,0.269078347,0.349885259,0.261713555,0.128205128,0,0,0.023415736
23481.56,0.317702152,0,0.327246236,0.15,0.139131623,0,0.141695703,0,0,0.093941509,0.060606061,0.113636364,0,0.123775176,0.335203006,0,0.282051282,0.123542864,0.071428571,0.084577739
21552.69,0.346580146,0,0.453558114,0.1,0.139131623,0,0.099767712,0,0,0.093941509,0.075757576,0.136363636,0,0.090630333,0.350844374,0,0.333333333,0,0,0.060015895
14798.06,0.431506393,0.416394881,0.378688202,0.15,0.139131623,0,0.107317073,0.792574254,0,0.257999538,0.121212121,0.193181818,0,0.063510064,0.938513834,0,0.358974359,0.332607115,0.142857143,0.092692517
11198.21,0.321944656,0,0.383643969,0.25,0.139131623,0,0.153193961,0.742562436,0,0.093941509,0.121212121,0.136363636,0,0.065042473,0.314797133,0,0.256410256,0.056614452,0.035714286,0.103057682
18237,0.194089787,0.338545724,0.249724974,0.2,0.139131623,0,0.161788618,0,0,0.178359827,0.121212121,0.102272727,0,0.172280305,0.647451396,0,0.179487179,0,0.142857143,0.114920316
36204.48,0.148827036,0,0.249715824,0.1,0.139131623,0,0.099767712,0.73271129,0,0.093941509,0.045454545,0.045454545,0,0.0417197,0.23200118,0,0.102564103,0.314506762,0.071428571,0.071251098
29165.61,0.465214317,0.464744454,0.441666854,0.15,0.611655198,0.490862824,0.162833914,0,0.893337725,0.135657503,0.060606061,0.170454545,0.15970875,0.110324487,0.3615174,0.152512152,0.41025641,0.089515309,0.071428571,0.055155394
10290.89,0.360509915,0,0.459006423,0.1,0.139131623,0,0.142857143,0.78979657,0,0.133843605,0.090909091,0.159090909,0,0.078173768,0.265991647,0,0.333333333,0.059676873,0.035714286,0.068975614
2947.59,0.291144407,0.600227495,0.318929804,0.1,0.139131623,0,0.099767712,0.790511623,0,0.093941509,0.090909091,0.125,0,0.128183303,0.332833803,0,0.256410256,0.273445307,0.071428571,0.087756724
46575.4,0.2305052,0,0.31174919,0.05,0.713220749,0.596370266,0.150058072,0.633478236,0.841393589,0.009015741,0.075757576,0.090909091,0.150422304,0.04471717,0.636714519,0.185293545,0.128205128,0.076338912,0.107142857,0.107792697
6975.21,0.243787796,0,0.326742203,0.25,0.139131623,0,0.099767712,0.802051753,0,0.093941509,0.075757576,0.090909091,0,0.058382816,0.448859405,0,0.205128205,0.141536131,0.035714286,0.084075794
11721.75,0.472586877,0,0.494091017,0.1,0.139131623,0,0.117886179,0,0,0.163038844,0.090909091,0.193181818,0,0.089462784,0.46698633,0,0.41025641,0.04717871,0.035714286,0.093529092
27893.48,0.355747741,0.521387925,0.405223774,0.1,0.567520129,0.445014816,0.18757259,0.727196656,0.9082076,0.093941509,0.106060606,0.159090909,0.16236715,0.140284962,0.551950233,0.138267076,0.307692308,0.140360192,0.035714286,0.087622872
7189.32,0.2264479,0,0.336019844,0.15,0.139131623,0,0.089198606,0,0,0.093941509,0.045454545,0.079545455,0,0.02264914,0.373106288,0,0.205128205,0.094357421,0.035714286,0.070096624
40298,0.065100876,0.677733426,0.268286654,0.1,0.139131623,0,0.099767712,0.727730463,0,0.093941509,0.060606061,0.045454545,0,0.091694797,0.475883279,0,0.153846154,0.200162316,0.178571429,0.049726022
7938.99,0.262038119,0,0.383215798,0.05,0.139131623,0,0.089198606,0,0,0.093941509,0.03030303,0.090909091,0,0.038277107,0.319808759,0,0.282051282,0.070768066,0.035714286,0.035688292
4691.78,0.257027974,0.610965602,0.278313457,0.1,0.139131623,0,0.089198606,0.783341861,0,0.093941509,0.106060606,0.113636364,0,0.177041654,0.462741228,0,0.179487179,0.134804762,0.035714286,0.117948718
11810.48,0.299698716,0.638552726,0.460918902,0.05,0.139131623,0,0.075377468,0,0,0.058050633,0.090909091,0.147727273,0,0.133394288,0.581960348,0,0.333333333,0,0.071428571,0.057489438
12230.2,0.477625416,0,0.534412273,0.1,0.139131623,0,0.089198606,0.772489828,0,0.140576525,0.106060606,0.204545455,0,0.114918097,0.420722041,0,0.41025641,0.025733842,0.035714286,0.094382398
13388.26,0.317981238,0,0.420499524,0.05,0.139131623,0,0.099767712,0,0,0.093941509,0.060606061,0.113636364,0,0.085133239,0.289635341,0,0.230769231,0,0.035714286,0.057757142
14882.2,0.328899289,0,0.399429376,0.15,0.139131623,0,0.089198606,0,0,0.093941509,0.075757576,0.147727273,0,0.054365828,0.306701152,0,0.307692308,0.066720772,0.035714286,0.089413143
14973.67,0.417678037,0,0.344208993,0.25,0.139131623,0,0.089198606,0,0,0.093941509,0.090909091,0.159090909,0,0.133662474,0.374757611,0,0.333333333,0,0.035714286,0.120073619
11020.03,0.301950104,0.435577797,0.300387761,0.05,0.839401187,0.727447929,0.183391405,0,0.793903985,0.093941509,0.090909091,0.102272727,0.141932228,0.064787659,0.258853822,0.226019661,0.128205128,0,0.142857143,0.13893002
37410.11,0.44668123,0,0.498177162,0.2,0.139131623,0,0.122299652,0.869936244,0,0.093941509,0.060606061,0.181818182,0,0.017977277,0.416344898,0,0.41025641,0,0,0.059815117
42307.93,0.326882675,0,0.439690495,0.05,0.139131623,0,0.099767712,0,0,0.093941509,0.060606061,0.113636364,0,0.0550859,0.337456624,0,0.282051282,0,0.035714286,0.046764546
10088.75,0.259979379,0.607601881,0.314228341,0.25,0.139131623,0,0.198722416,0,0,0.016503553,0.106060606,0.136363636,0,0.075718357,0.758560776,0,0.230769231,0.11339715,0.142857143,0.12137031
7851.33,0.339109417,0,0.418170758,0.2,0.139131623,0,0.099767712,0.811510282,0,0.093941509,0.045454545,0.125,0,0.053303436,0.469159279,0,0.333333333,0.179030618,0.071428571,0.033764169
18879.08,0.529070483,0.412646629,0.427347533,0.1,0.139131623,0,0.107317073,0.795695521,0,0.186127224,0.090909091,0.204545455,0,0.065617648,0.862702624,0,0.41025641,0.251233496,0.107142857,0.078412181
8688.31,0.27986899,0,0.37601163,0,0.139131623,0,0.141114983,0.856020747,0,0.336995076,0.106060606,0.147727273,0,0.245706384,0.617072606,0,0.256410256,0.54413541,0.071428571,0.087413728
27852.14,0.369845768,0,0.349862671,0.2,0.139131623,0,0.099767712,0.823689843,0,0.093941509,0.060606061,0.136363636,0,0.027727873,0.290369519,0,0.179487179,0.261917687,0.035714286,0.114937048
17942.59,0.523788946,0.611037141,0.519005711,0.05,0.139131623,0,0.099767712,0.79851797,0,0.093941509,0.075757576,0.181818182,0,0.104202642,0.55638986,0,0.435897436,0.141536131,0.035714286,0.039971556
21884.48,0.399402268,0,0.453675886,0.05,0.139131623,0,0.111730546,0.783295257,0,0.093941509,0.090909091,0.147727273,0,0.052987822,0.610510207,0,0.307692308,0.025733842,0.071428571,0.057389049
13917,0.303544205,0,0.382637382,0.15,0.72205258,0.605544871,0.162833914,0.728462198,0.861510725,0.093941509,0.075757576,0.113636364,0.154018796,0.031961235,0.409897547,0.188144115,0.282051282,0.163431847,0.035714286,0.053749948
6844.46,0.409682214,0,0.443200559,0.1,0.139131623,0,0.142508711,0,0,0.093941509,0.045454545,0.147727273,0,0.046867246,0.34516701,0,0.384615385,0.103363376,0.035714286,0.046680888
36973.41,0.149430782,0.505506549,0.353570793,0.1,0.139131623,0,0.099767712,0.804710922,0,0.093941509,0.060606061,0.079545455,0,0.073084136,0.265088639,0,0.205128205,0.351237897,0.071428571,0.03628226
23727.96,0.298858238,0.858499843,0.399245251,0.05,0.566868124,0.444337506,0.150058072,0.809863132,0.896000452,0.093941509,0.03030303,0.113636364,0.160184786,0.088315707,0.464163517,0.138056634,0.307692308,0.200162316,0.071428571,0.03120425
32541.21,0.375927076,0.571180709,0.385202111,0.2,0.139131623,0,0.078629501,0.795808898,0,0.148340305,0.106060606,0.181818182,0,0.097840521,0.498713035,0,0.333333333,0.233396402,0.142857143,0.105467018
11595.85,0.253304438,0,0.3417021,0.15,0.139131623,0,0.208943089,0.635239948,0,0.010219681,0.090909091,0.113636364,0,0.01027273,0.790107019,0,0.128205128,0.227057863,0.071428571,0.110695612
3106.81,0.362985565,0,0.401738617,0,0.607028825,0.486056896,0.139837398,0,0.887474,0.093941509,0.045454545,0.125,0.158660448,0.068961486,0.351712904,0.15101894,0.333333333,0,0.178571429,0.031112227
17183.79,0.418179715,0.649077184,0.418124306,0.1,0.139131623,0,0.142857143,0.794426781,0,0.246277274,0.060606061,0.136363636,0,0.098963734,0.509215246,0,0.358974359,0.031452474,0.071428571,0.037829924
11260.79,0.593177527,0,0.456819441,0.15,0.569608975,0.447184733,0.183391405,0.86731479,0.919282243,0.093941509,0.060606061,0.193181818,0.164347048,0.109352577,0.459172014,0.138941274,0.461538462,0.04717871,0.071428571,0.077450119
48193.15,0.279630117,0.367752112,0.370406173,0.1,0.139131623,0,0.109291521,0,0,0.165730658,0.106060606,0.147727273,0,0.081963119,0.596602006,0,0.333333333,0,0.142857143,0.069527753
12207.84,0.258179254,0,0.360865053,0.15,0.139131623,0,0.130545877,0,0,0.093941509,0.106060606,0.113636364,0,0.039593552,0.591207425,0,0.205128205,0,0.035714286,0.104739198
5732.94,0.378178492,0.666753273,0.471610301,0.1,0.139131623,0,0.111498258,0,0,0.093941509,0.090909091,0.170454545,0,0.113501159,0.551858797,0,0.358974359,0,0.107142857,0.063169783
11057.83,0.197574048,0,0.276299228,0.1,0.139131623,0,0.122299652,0.798793753,0,0.093941509,0.060606061,0.056818182,0,0.048072678,0.5392761,0,0.128205128,0.141536131,0.071428571,0.066825616
24783.3,0.386839955,0.644307794,0.417762437,0.05,0.139131623,0,0.157607433,0.829178602,0,0.452083448,0.090909091,0.136363636,0,0.112018592,0.394531692,0,0.307692308,0.035384033,0.035714286,0.056176015
30868.34,0.41091687,0.487971459,0.387041124,0.25,0.139131623,0,0.099767712,0,0,0.093941509,0.090909091,0.147727273,0,0.094397534,0.654982978,0,0.358974359,0,0.25,0.053791776
11823.92,0.508361484,0.884110306,0.541318271,0.1,0.139131623,0,0.14738676,0,0,0.093941509,0.090909091,0.204545455,0,0.058800336,0.478138403,0,0.487179487,0,0,0.064859665
24868.99,0.42948921,0,0.478875074,0.2,0.139131623,0,0.131939605,0,0,0.093941509,0.075757576,0.181818182,0,0.076315408,0.347310053,0,0.358974359,0.067667213,0.071428571,0.085322291
19078.24,0.221858576,0,0.318162413,0.15,0.139131623,0,0.089198606,0.778257082,0,0.093941509,0.060606061,0.090909091,0,0.03081819,0.447478939,0,0.205128205,0.031452474,0.035714286,0.090450496
9342.81,0.360105072,0,0.388016906,0.15,0.139131623,0,0.099767712,0,0,0.093941509,0.060606061,0.147727273,0,0.105275974,0.365952995,0,0.358974359,0,0.071428571,0.095729284
25091.32,0.327297405,0,0.336717401,0.15,0.139131623,0,0.071196283,0.858364207,0,0.046377367,0.060606061,0.136363636,0,0.075552794,0.180332578,0,0.282051282,0.163431847,0.035714286,0.098172083
47183.03,0.24338541,0.626139263,0.324768187,0.2,0.139131623,0,0.116608595,0,0,0.093941509,0.136363636,0.125,0,0.102327122,0.679587937,0,0.153846154,0,0.035714286,0.142544025
18120.82,0.210935846,0,0.308219461,0.05,0.978710704,0.872164228,0.168060395,0,0.74264291,0.093941509,0.060606061,0.068181818,0.132767897,0.058503275,0.190195258,0.270983331,0.179487179,0.326863694,0.035714286,0.067335927
4827.43,0.531987133,0.627616289,0.419951545,0.15,0.139131623,0,0.099767712,0.812716653,0,0.093941509,0.075757576,0.193181818,0,0.130795327,0.593159361,0,0.435897436,0.239449981,0.142857143,0.071058686
38786.33,0.367667726,0.852514305,0.549819421,0.1,0.139131623,0,0.099767712,0,0,0.093941509,0.090909091,0.159090909,0,0.149523335,0.320245312,0,0.384615385,0,0,0.031028569
26539.63,0.376093821,0,0.342033404,0.15,0.139131623,0,0.169686411,0,0,0.271080553,0.060606061,0.147727273,0,0.105509632,0.399875391,0,0.358974359,0.089515309,0.142857143,0.080252646
28223.33,0.178432739,0,0.290010197,0.05,0.139131623,0,0.128455285,0,0,0.093941509,0.045454545,0.068181818,0,0.149403894,0.391167178,0,0.179487179,0,0.035714286,0.08364914
30385.19,0.291389979,0.833908825,0.39368009,0.05,0.755078195,0.726104528,0.225900116,0.794603238,0.789192559,0.093941509,0.045454545,0.113636364,0.289110518,0.03969078,0.276522616,0.424405756,0.307692308,0.043678998,0,0.044187895
42306.76,0.033930961,0,0.279831988,0.15,0.139131623,0,0.142508711,0.77346826,0,0.161147033,0.090909091,0.090909091,0,0.224669274,0.609410212,0,0.179487179,0.133441544,0.071428571,0.104011377
6904.21,0.331035115,0,0.415724162,0.05,0.139131623,0,0.099767712,0.811718288,0,0.093941509,0.015151515,0.125,0,0.118044559,0.468533861,0,0.358974359,0.216920945,0.035714286,0.030284017
16276.25,0.445885952,0,0.437186354,0.2,0.139131623,0,0.099767712,0.797389232,0,0.093941509,0.03030303,0.170454545,0,0.058198251,0.437495768,0,0.384615385,0,0,0.068231062
13428.48,0.146333815,0,0.310309004,0.2,0.139131623,0,0.089198606,0,0,0.093941509,0.045454545,0.045454545,0,0,0.451866245,0,0.179487179,0,0.035714286,0.048320576
35280.43,0.138336953,0,0.36047313,0.15,0.139131623,0,0.122299652,0,0,0.093941509,0.045454545,0.068181818,0,0.15701687,0.508194915,0,0.205128205,0,0,0.055816288
32131.94,0.334200461,0,0.34626792,0.1,0.139131623,0,0.142857143,0.813307918,0,0.25759726,0.075757576,0.136363636,0,0.099305075,0.305603049,0,0.333333333,0.321839695,0.071428571,0.057773874
26786.91,0.293334375,0,0.331403565,0.15,0.139131623,0,0.122299652,0.822456408,0,0.093941509,0.060606061,0.125,0,0.054417208,0.417286281,0,0.256410256,0.1894979,0.071428571,0.0855398
8736.14,0.370021093,0.497736678,0.444277602,0.15,0.139131623,0,0.071196283,0.853234043,0,0.54093463,0.090909091,0.204545455,0,0.235566966,0.347490791,0,0.41025641,0.356571311,0.107142857,0.082402644
5729.13,0.323788999,0,0.382781256,0.15,0.673181428,0.554776966,0.143670151,0.731253428,0.877528148,0.300893423,0.121212121,0.170454545,0.156882352,0.052120397,0.256069704,0.172370416,0.333333333,0.389324574,0.25,0.098515079
7534.84,0.218896051,0,0.399423591,0.05,0.904178844,0.79473969,0.168060395,0,0.76140833,0.093941509,0.045454545,0.079545455,0.136122733,0.089915054,0.404374463,0.246927358,0.282051282,0,0.035714286,0.024461455
30297.28,0.249256323,0,0.329572999,0.1,0.139131623,0,0.142857143,0.746352543,0,0.262920673,0.060606061,0.102272727,0,0.099305075,0.388614055,0,0.282051282,0.241906199,0.071428571,0.050052286
28777.64,0.31157081,0.901081802,0.368111422,0.05,0.139131623,0,0.089198606,0.829878837,0,0.172158088,0.060606061,0.125,0,0.055604961,0.295115906,0,0.282051282,0.087357997,0.035714286,0.066474254
12511.79,0.550255586,0,0.482244068,0.2,0.139131623,0,0.056213705,0.787221576,0,0.111983407,0.090909091,0.215909091,0,0.067632653,0.387528561,0,0.435897436,0.237094015,0.107142857,0.081315096
34038.51,0.203347251,0,0.347539994,0,0.139131623,0,0.142857143,0.806052138,0,0.093941509,0.060606061,0.113636364,0,0.092709167,0.18177795,0,0.307692308,0.123542864,0.071428571,0.05896181
7983.25,0.038686917,0.763381657,0.204760873,0.05,0.139131623,0,0.099767712,0.732690847,0,0.093941509,0.060606061,0,0,0.101278906,0.439626219,0,0,0.141536131,0.107142857,0.093796796
42005.2,0.415469762,0.639608287,0.38422897,0.1,0.139131623,0,0.154239257,0.80767301,0,0.174581967,0.090909091,0.159090909,0,0.087409399,0.734512169,0,0.307692308,0.186168331,0.107142857,0.090977538
25675.07,0.275837016,0,0.336389299,0.2,0.139131623,0,0.131939605,0,0,0.060222956,0.106060606,0.125,0,0.078561524,0.536089433,0,0.205128205,0,0.071428571,0.129903376
22957.22,0.381606271,0,0.408580784,0.1,0.139131623,0,0.142857143,0.803762356,0,0.258402107,0.060606061,0.159090909,0,0.099305075,0.405131637,0,0.41025641,0.241906199,0.071428571,0.050052286
9266.32,0.21346619,0,0.377040021,0.1,0.139131623,0,0.198722416,0,0,0.044354269,0.060606061,0.102272727,0,0.039786112,0.507487889,0,0.256410256,0.095695891,0.071428571,0.070414523
9549.84,0.284763964,0,0.362657312,0.1,0.139131623,0,0.099767712,0.905332989,0,0.093941509,0.060606061,0.125,0,0.069362514,0.021593864,0,0.256410256,0,0,0.072397206
8956.26,0.410309637,0.438549264,0.39188329,0.2,0.139131623,0,0.147735192,0,0,0.13653163,0.075757576,0.136363636,0,0.081327891,0.531553221,0,0.307692308,0.062904947,0.071428571,0.055824654
21924.56,0.583604979,0.836450036,0.527658407,0.1,0.489612437,0.364083426,0.162833914,0.820245002,0.958438486,0.141878791,0.090909091,0.215909091,0.171347306,0.137008084,0.374967294,0.113121516,0.435897436,0.087357997,0,0.071903627
20945.32,0.446937021,0.62566249,0.3724778,0.15,0.139131623,0,0.089198606,0.856541178,0,0.146397583,0.121212121,0.181818182,0,0.102888029,0.645990337,0,0.333333333,0.27458948,0.142857143,0.092132012
22300.07,0.26341259,0.644867479,0.441870585,0.15,0.139131623,0,0.099767712,0,0,0.093941509,0.090909091,0.125,0,0.114338661,0.702826666,0,0.282051282,0,0,0.053105785
5194.54,0.332360517,0.755838312,0.441430451,0.05,0.139131623,0,0.099767712,0.812853982,0,0.093941509,0.045454545,0.136363636,0,0.128944494,0.355923798,0,0.358974359,0.035384033,0.035714286,0.040615719
15883.27,0.401563748,0.647576916,0.332693841,0.1,0.744016097,0.62836082,0.1514518,0.788942165,0.81714059,0.093941509,0.090909091,0.125,0.146086411,0.129076693,0.313996178,0.19523308,0.307692308,0.106994611,0.071428571,0.055548584
33316.3,0.231878943,0,0.342350831,0.15,0.139131623,0,0.124506388,0.804217341,0,0.565232992,0.060606061,0.113636364,0,0,0.329917337,0,0.256410256,0.419168052,0.071428571,0.062349939
19602.37,0.315575058,0,0.413332221,0.15,0.687903357,0.570070273,0.143670151,0.689526957,0.872135177,0.306892986,0.121212121,0.181818182,0.15591821,0.108386456,0.274584288,0.177122079,0.358974359,0.389324574,0.25,0.098515079
13740.82,0.258418311,0.598802485,0.356061036,0.2,0.736260929,0.620304665,0.243786295,0,0.851806743,0.161864513,0.106060606,0.125,0.152283942,0.022327041,0.515737017,0.192730015,0.230769231,0.110411617,0.071428571,0.090450496
18587.7,0.36498184,0,0.348331754,0.1,0.636165584,0.51632449,0.118466899,0,0.87786157,0.093941509,0.075757576,0.125,0.156941961,0.088889718,0.441959675,0.160423147,0.256410256,0,0.107142857,0.081833773
38489.05,0.304485311,0,0.396920227,0.2,0.683964172,0.565978202,0.162833914,0.692060516,0.88320003,0.093941509,0.090909091,0.147727273,0.157896358,0.101190308,0.503757944,0.175850664,0.282051282,0.250118021,0.035714286,0.096691346
4112.5,0.087765765,0,0.284848543,0.05,0.139131623,0,0.099767712,0.887974725,0,0.093941509,0.136363636,0.045454545,0,0.138308102,0.39213519,0,0.025641026,0,0,0.092993684
13315.7,0.457239206,0.812985654,0.542442331,0.15,0.466769418,0.34035384,0.162833914,0.893525707,0.959862846,0.135398187,0.106060606,0.215909091,0.17160195,0.198711967,0.325374299,0.105748682,0.435897436,0.080877789,0,0.075174635
17299.71,0.500362609,0,0.477412596,0.2,0.139131623,0,0.171196283,0.778966276,0,0.093941509,0.090909091,0.193181818,0,0.07509295,0.430441143,0,0.41025641,0.080064926,0.035714286,0.080085331
28766.07,0.212677836,0,0.338838108,0.1,0.139131623,0,0.142508711,0,0,0.049728085,0.075757576,0.102272727,0,0,0.405000056,0,0.205128205,0.056614452,0.035714286,0.101325971
40511.4,0.343566305,0,0.423760499,0.15,0.664865915,0.546138718,0.143670151,0.732883685,0.88027691,0.298726476,0.121212121,0.193181818,0.157373769,0.108386456,0.252551813,0.169686493,0.384615385,0.389324574,0.25,0.098515079
12607.73,0.417706136,0.651995913,0.434599007,0.1,0.139131623,0,0.111498258,0.806778371,0,0.247833624,0.090909091,0.181818182,0,0.122878835,0.664496671,0,0.333333333,0.149392509,0.107142857,0.078612959
8229.68,0.429884935,0.800109267,0.421934991,0.15,0.658719131,0.539753369,0.152264808,0.799516174,0.884580908,0.172913467,0.106060606,0.181818182,0.158143228,0.064630491,0.434665566,0.167702551,0.358974359,0.060351209,0.035714286,0.097243485
7037.86,0.564518452,0.513146356,0.466874724,0.4,0.139131623,0,0.142508711,0,0,0.093941509,0.121212121,0.204545455,0,0.084914574,0.723744216,0,0.41025641,0,0.25,0.074689422
7598.93,0.633749299,0,0.49618922,0.2,0.139131623,0,0.147038328,0.833492138,0,0.093941509,0.121212121,0.261363636,0,0.112469934,0.39656333,0,0.538461538,0.262173167,0.214285714,0.093269754
6840.09,0.303550366,0,0.432435283,0.15,0.139131623,0,0.147735192,0.787308273,0,0.278556212,0.090909091,0.147727273,0,0.043675029,0.430179387,0,0.282051282,0,0,0.096574225
11505.54,0.164683796,0,0.318762639,0.2,0.139131623,0,0.198722416,0,0,0.028391904,0.090909091,0.102272727,0,0.170694407,0.642396475,0,0.179487179,0.095695891,0.071428571,0.115606308
21012.5,0.251362246,0.565051447,0.299722263,0.25,0.139131623,0,0.099767712,0,0,0.320146839,0.075757576,0.113636364,0,0.046723143,0.530875559,0,0.205128205,0.080064926,0.178571429,0.11150709
9493.34,0.27452716,0.625609276,0.401970751,0.1,0.139131623,0,0.089198606,0,0,0.093941509,0.075757576,0.125,0,0.089745649,0.526603495,0,0.282051282,0,0.035714286,0.075818798
18544.2,0.227909447,0,0.334350936,0.1,0.139131623,0,0.089198606,0,0,0.479521486,0.045454545,0.079545455,0,0.022970522,0.37372827,0,0.256410256,0,0.071428571,0.051817459
17106.54,0.22217433,0,0.327538209,0.2,0.139131623,0,0.089198606,0,0,0.160279751,0.090909091,0.102272727,0,0.099319553,0.495990491,0,0.205128205,0,0.035714286,0.104295813
17060.6,0.245242651,0,0.342166589,0.1,0.139131623,0,0.141114983,0.813446357,0,0.23811286,0.075757576,0.102272727,0,0.098005842,0.381114809,0,0.179487179,0.206726751,0,0.088743883
32039.87,0.275802445,0,0.41186433,0.15,0.139131623,0,0.198722416,0,0,0.02848304,0.075757576,0.136363636,0,0.060820656,0.543144441,0,0.307692308,0.095695891,0.071428571,0.081197975
24701.66,0.445836136,0.544698376,0.335320522,0.2,0.139131623,0,0.099767712,0,0,0.093941509,0.090909091,0.170454545,0,0.164703287,0.775902976,0,0.358974359,0,0.214285714,0.052110261
19923.73,0.092066542,0,0.3710575,0.1,0.97948897,0.872972699,0.190592334,0,0.744570121,0.247173271,0.075757576,0.034090909,0.133112439,0.107001559,0.003813326,0.271234525,0,0,0.035714286,0.045743924
29986.4,0.260975897,0,0.440829101,0.05,0.139131623,0,0.099767712,0.821864633,0,0.093941509,0.03030303,0.090909091,0,0.053436752,0.325516225,0,0.282051282,0,0,0.018856402
22118.11,0.310455679,0,0.404052661,0.05,0.684914473,0.566965387,0.174796748,0.780641112,0.858744191,0.093941509,0.060606061,0.136363636,0.153524202,0.047029694,0.317964375,0.176157384,0.307692308,0.149392509,0.035714286,0.070272305
13057.04,0.237121305,0.51667676,0.383649708,0.05,0.866643889,0.755747956,0.168060395,0,0.774504539,0.093941509,0.075757576,0.102272727,0.138464042,0.135765345,0.535122829,0.234812541,0.256410256,0,0.035714286,0.059053834
47259.62,0.290159342,0.730400071,0.407846905,0.2,0.139131623,0,0.089198606,0.721364766,0,0.050069142,0.090909091,0.125,0,0.136504721,0.414182675,0,0.282051282,0.163431847,0.071428571,0.066373865
9540.57,0.326878717,0,0.426466741,0.1,0.139131623,0,0.099767712,0.805648581,0,0.295006864,0.045454545,0.125,0,0.048500849,0.379855325,0,0.307692308,0,0,0.049031664
19220.8,0.208175263,0,0.314099164,0.3,0.139131623,0,0.141114983,0,0,0.066747094,0.075757576,0.079545455,0,0.114808798,0.470900809,0,0.128205128,0,0,0.104019743
21142.53,0.201150897,0,0.294432575,0.15,0.139131623,0,0.099767712,0,0,0.093941509,0.045454545,0.068181818,0,0.011485261,0.309593088,0,0.153846154,0,0.035714286,0.083967039
27729.62,0.264764187,0,0.368052623,0.1,0.139131623,0,0.142508711,0.758193694,0,0.093941509,0.03030303,0.102272727,0,0.037029474,0.327342391,0,0.256410256,0.100081158,0.035714286,0.06703476
17505.98,0.248498606,0,0.336581114,0.15,0.139131623,0,0.099767712,0.793034468,0,0.093941509,0.060606061,0.102272727,0,0.068393081,0.366979304,0,0.230769231,0.094357421,0.071428571,0.069418999
11982.99,0.332270565,0.57263218,0.352462997,0.1,0.868282386,0.757450044,0.168060395,0.75662212,0.784551421,0.173256995,0.060606061,0.102272727,0.140260199,0.074699609,0.542631216,0.235341384,0.282051282,0.095642861,0.071428571,0.045484586
9795.21,0.53234727,0.609744394,0.443400868,0.2,0.139131623,0,0.099767712,0.772712861,0,0.093941509,0.090909091,0.204545455,0,0.112781715,0.509671201,0,0.435897436,0.210337332,0.107142857,0.059254612
27467.17,0.228049598,0,0.420791426,0.2,0.644576073,0.5250614,0.162833914,0,0.887181453,0.093941509,0.060606061,0.113636364,0.158608147,0.1841716,0.291446282,0.163137724,0.256410256,0,0,0.059062199
15507.52,0.394358808,0,0.449583909,0.2,0.139131623,0,0.089198606,0,0,0.309374767,0.060606061,0.136363636,0,0.041287722,0.456861946,0,0.307692308,0.040438895,0.035714286,0.046471745
18184.99,0.249928429,0,0.390567714,0.15,0.139131623,0,0.10952381,0,0,0.119956145,0.045454545,0.079545455,0,0.014527834,0.485205471,0,0.230769231,0,0,0.044823692
40579.98,0.45259795,0,0.440575396,0.2,0.139131623,0,0.089198606,0.776620132,0,0.158850909,0.090909091,0.170454545,0,0.06260138,0.47632695,0,0.358974359,0.203418056,0.107142857,0.072162965
18183.48,0.475566825,0.372173928,0.413622017,0.15,0.854262287,0.742885808,0.139488966,0,0.788700499,0.01118653,0.106060606,0.215909091,0.141001961,0.165534041,0.610347484,0.230816244,0.435897436,0.230974785,0.178571429,0.108545614
